"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Graduate","290","159","10","9","50","46","63","43","0","0","1,575","1,445","0","0","354","549","65","59","2,407","2,310","0","4,717","2",
"Total","1,611","1,395","39","43","165","255","286","381","0","0","6,533","8,260","0","0","535","783","450","853","9,619","11,970","0","21,589","4",
"Southern Illinois University Edwardsville","","","","","","","","","","","","","","","","",
"Undergraduate","764","393","21","6","106","110","98","75","0","0","4,941","4,163","0","0","53","81","0","0","5,983","4,828","0","10,811","1",
"Graduate","119","58","2","3","25","22","25","14","0","0","1,389","707","0","0","108","210","0","0","1,668","1,014","0","2,682","2",
"Total","883","451","23","9","131","132","123","89","0","0","6,330","4,870","0","0","161","291","0","0","7,651","5,842","0","13,493","4",
"U of I at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","969","412","17","17","1,975","1,874","1,490","1,024","0","0","3,403","3,252","0","0","92","82","439","416","8,385","7,077","0","15,462","1",
"Graduate","519","201","14","14","720","568","396","253","0","0","2,704","1,826","0","0","783","943","267","195","5,403","4,000","0","9,403","2",
"Total","1,488","613","31","31","2,695","2,442","1,886","1,277","0","0","6,107","5,078","0","0","875","1,025","706","611","13,788","11,077","0","24,865","4",
"U of I at Springfield","","","","","","","","","","","","","","","","",
"Undergraduate","150","61","4","4","29","29","25","20","0","0","1,236","809","0","0","5","11","62","62","1,511","996","0","2,507","1",
"Graduate","84","43","2","3","30","30","11","11","0","0","855","557","0","0","63","132","39","29","1,084","805","0","1,889","2",
"Total","234","104","6","7","59","59","36","31","0","0","2,091","1,366","0","0","68","143","101","91","2,595","1,801","0","4,396","4",
"U of I at Urbana/Champaign","","","","","","","","","","","","","","","","",
"Undergraduate","1,213","780","36","37","1,655","2,118","889","973","0","0","9,411","10,465","0","0","505","782","322","446","14,031","15,601","0","29,632","1",
"Graduate","261","166","15","14","349","440","208","160","0","0","2,694","2,946","0","0","1,403","2,058","176","165","5,106","5,949","0","11,055","2",
"Total","1,474","946","51","51","2,004","2,558","1,097","1,133","0","0","12,105","13,411","0","0","1,908","2,840","498","611","19,137","21,550","0","40,687","4",
"Western Illinois University","","","","","","","","","","","","","","","","",
"Undergraduate","439","330","8","17","59","87","219","202","0","0","4,512","4,804","0","0","74","76","191","292","5,502","5,808","0","11,310","1",
"Graduate","50","33","5","4","15","9","27","14","0","0","1,156","660","0","0","56","86","73","60","1,382","866","0","2,248","2",
"Total","489","363","13","21","74","96","246","216","0","0","5,668","5,464","0","0","130","162","264","352","6,884","6,674","0","13,558","4",
" Total Enrollment at Public Universities","","","","","","","","","","","","","","","","",
"Undergraduate","12,001","6,373","199","183","5,213","5,632","6,135","4,541","0","0","52,460","48,859","0","0","1,316","1,626","2,135","2,682","79,459","69,896","0","149,355","11",
"Graduate","3,749","1,459","80","64","1,554","1,367","1,458","852","0","0","18,315","12,715","0","0","3,267","4,663","879","690","29,302","21,810","0","51,112","12",
"Sector Total","15,750","7,832","279","247","6,767","6,999","7,593","5,393","0","0","70,775","61,574","0","0","4,583","6,289","3,014","3,372","108,761","91,706","0","200,467","14",
" Community Colleges:","","","","","","","","","","","","","","","","",
"Black Hawk College","","","","","","","","","","","","","","","","",
"Undergraduate","298","219","21","7","44","23","346","234","0","0","3,347","2,061","0","0","0","0","0","0","4,056","2,544","0","6,600","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","298","219","21","7","44","23","346","234","0","0","3,347","2,061","0","0","0","0","0","0","4,056","2,544","0","6,600","4",
"Carl Sandburg College","","","","","","","","","","","","","","","","",
"Undergraduate","84","83","4","9","14","3","73","53","0","0","2,116","1,128","0","0","7","1","0","0","2,298","1,277","0","3,575","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","84","83","4","9","14","3","73","53","0","0","2,116","1,128","0","0","7","1","0","0","2,298","1,277","0","3,575","4",
"CCC - Harold Washington College","","","","","","","","","","","","","","","","",
"Undergraduate","2,386","1,281","44","28","526","455","945","629","0","0","876","817","0","0","0","0","0","0","4,777","3,210","0","7,987","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2,386","1,281","44","28","526","455","945","629","0","0","876","817","0","0","0","0","0","0","4,777","3,210","0","7,987","4",
"CCC - Harry S Truman College","","","","","","","","","","","","","","","","",
"Undergraduate","1,319","758","31","28","911","640","3,512","3,876","0","0","1,825","1,101","0","0","0","0","0","0","7,598","6,403","0","14,001","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,319","758","31","28","911","640","3,512","3,876","0","0","1,825","1,101","0","0","0","0","0","0","7,598","6,403","0","14,001","4",
"CCC - Kennedy-King College","","","","","","","","","","","","","","","","",
"Undergraduate","3,611","1,462","21","12","106","74","229","197","0","0","69","32","0","0","0","0","0","0","4,036","1,777","0","5,813","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,611","1,462","21","12","106","74","229","197","0","0","69","32","0","0","0","0","0","0","4,036","1,777","0","5,813","4",
"CCC - Malcolm X College","","","","","","","","","","","","","","","","",
"Undergraduate","3,395","1,310","24","10","253","129","1,288","910","0","0","299","195","0","0","0","0","0","0","5,259","2,554","0","7,813","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,395","1,310","24","10","253","129","1,288","910","0","0","299","195","0","0","0","0","0","0","5,259","2,554","0","7,813","4",
"CCC - Olive-Harvey College","","","","","","","","","","","","","","","","",
"Undergraduate","3,188","1,469","24","3","29","8","545","339","0","0","33","34","0","0","0","0","0","0","3,819","1,853","0","5,672","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,188","1,469","24","3","29","8","545","339","0","0","33","34","0","0","0","0","0","0","3,819","1,853","0","5,672","4",
"CCC - Richard J. Daley College","","","","","","","","","","","","","","","","",
"Undergraduate","1,642","697","15","8","77","58","4,173","2,712","0","0","860","575","0","0","0","0","0","0","6,767","4,050","0","10,817","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,642","697","15","8","77","58","4,173","2,712","0","0","860","575","0","0","0","0","0","0","6,767","4,050","0","10,817","4",
"CCC - Wilbur Wright College","","","","","","","","","","","","","","","","",
"Undergraduate","624","386","40","25","471","404","3,111","2,134","0","0","2,732","1,781","0","0","0","0","0","0","6,978","4,730","0","11,708","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","624","386","40","25","471","404","3,111","2,134","0","0","2,732","1,781","0","0","0","0","0","0","6,978","4,730","0","11,708","4",
"College of DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","971","618","39","45","1,944","1,552","1,954","1,578","0","0","11,841","9,015","0","0","0","0","180","117","16,929","12,925","0","29,854","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","971","618","39","45","1,944","1,552","1,954","1,578","0","0","11,841","9,015","0","0","0","0","180","117","16,929","12,925","0","29,854","4",
"College of Lake County","","","","","","","","","","","","","","","","",
"Undergraduate","816","451","45","26","483","368","1,907","1,375","0","0","5,538","4,380","0","0","284","195","0","0","9,073","6,795","0","15,868","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","816","451","45","26","483","368","1,907","1,375","0","0","5,538","4,380","0","0","284","195","0","0","9,073","6,795","0","15,868","4",
"Danville Area Community College","","","","","","","","","","","","","","","","",
"Undergraduate","195","97","6","2","13","8","36","23","0","0","1,479","779","0","0","0","0","0","0","1,729","909","0","2,638","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","195","97","6","2","13","8","36","23","0","0","1,479","779","0","0","0","0","0","0","1,729","909","0","2,638","4",
"Elgin Community College","","","","","","","","","","","","","","","","",
"Undergraduate","317","175","13","3","342","272","1,729","1,494","0","0","3,612","2,864","0","0","8","22","0","0","6,021","4,830","0","10,851","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","317","175","13","3","342","272","1,729","1,494","0","0","3,612","2,864","0","0","8","22","0","0","6,021","4,830","0","10,851","4",
"Harper College","","","","","","","","","","","","","","","","",
"Undergraduate","321","247","23","10","1,146","780","1,246","1,059","0","0","5,368","3,842","0","0","41","14","652","516","8,797","6,468","0","15,265","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","321","247","23","10","1,146","780","1,246","1,059","0","0","5,368","3,842","0","0","41","14","652","516","8,797","6,468","0","15,265","4",
"Heartland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","264","139","13","9","48","34","43","44","0","0","2,207","1,834","0","0","6","6","0","0","2,581","2,066","0","4,647","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","264","139","13","9","48","34","43","44","0","0","2,207","1,834","0","0","6","6","0","0","2,581","2,066","0","4,647","4",
"Highland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","118","71","5","1","21","10","17","11","0","0","1,474","770","0","0","1","1","0","0","1,636","864","0","2,500","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","118","71","5","1","21","10","17","11","0","0","1,474","770","0","0","1","1","0","0","1,636","864","0","2,500","4",
"Illinois Central College","","","","","","","","","","","","","","","","",
"Undergraduate","684","466","19","23","137","80","119","165","0","0","5,710","4,594","0","0","26","23","0","0","6,695","5,351","0","12,046","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","684","466","19","23","137","80","119","165","0","0","5,710","4,594","0","0","26","23","0","0","6,695","5,351","0","12,046","4",
"Illinois Eastern - Frontier","","","","","","","","","","","","","","","","",
"Undergraduate","1","4","1","0","12","12","5","2","0","0","1,181","742","0","0","0","0","0","0","1,200","760","0","1,960","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1","4","1","0","12","12","5","2","0","0","1,181","742","0","0","0","0","0","0","1,200","760","0","1,960","4",
"Illinois Eastern - Lincoln Trail","","","","","","","","","","","","","","","","",
"Undergraduate","7","224","2","2","9","12","4","50","0","0","688","495","0","0","2","1","0","0","712","784","0","1,496","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","7","224","2","2","9","12","4","50","0","0","688","495","0","0","2","1","0","0","712","784","0","1,496","4",
"Illinois Eastern - Olney Central","","","","","","","","","","","","","","","","",
"Undergraduate","4","9","1","0","12","3","3","2","0","0","948","686","0","0","0","2","0","0","968","702","0","1,670","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","9","1","0","12","3","3","2","0","0","948","686","0","0","0","2","0","0","968","702","0","1,670","4",
"Illinois Eastern - Wabash Valley","","","","","","","","","","","","","","","","",
"Undergraduate","43","29","9","3","24","20","14","18","0","0","2,411","2,620","0","0","0","0","0","0","2,501","2,690","0","5,191","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","43","29","9","3","24","20","14","18","0","0","2,411","2,620","0","0","0","0","0","0","2,501","2,690","0","5,191","4",
"Illinois Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","17","62","3","6","16","18","130","83","0","0","2,189","1,391","0","0","0","0","76","87","2,431","1,647","0","4,078","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","17","62","3","6","16","18","130","83","0","0","2,189","1,391","0","0","0","0","76","87","2,431","1,647","0","4,078","4",
"John A. Logan College","","","","","","","","","","","","","","","","",
"Undergraduate","296","309","19","12","53","53","49","66","0","0","3,789","2,632","0","0","0","3","0","0","4,206","3,075","0","7,281","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","296","309","19","12","53","53","49","66","0","0","3,789","2,632","0","0","0","3","0","0","4,206","3,075","0","7,281","4",
"John Wood Community College","","","","","","","","","","","","","","","","",
"Undergraduate","54","20","3","4","16","14","10","6","0","0","1,435","842","0","0","2","5","0","0","1,520","891","0","2,411","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","54","20","3","4","16","14","10","6","0","0","1,435","842","0","0","2","5","0","0","1,520","891","0","2,411","4",
"Joliet Junior College","","","","","","","","","","","","","","","","",
"Undergraduate","795","447","10","8","155","124","895","598","0","0","5,768","3,935","0","0","11","5","0","0","7,634","5,117","0","12,751","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","795","447","10","8","155","124","895","598","0","0","5,768","3,935","0","0","11","5","0","0","7,634","5,117","0","12,751","4",
"Kankakee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","286","104","4","7","18","13","63","35","0","0","1,916","1,063","0","0","2","2","0","0","2,289","1,224","0","3,513","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","286","104","4","7","18","13","63","35","0","0","1,916","1,063","0","0","2","2","0","0","2,289","1,224","0","3,513","4",
"Kaskaskia College","","","","","","","","","","","","","","","","",
"Undergraduate","136","154","19","9","16","7","27","39","0","0","2,547","1,639","0","0","5","3","0","0","2,750","1,851","0","4,601","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","136","154","19","9","16","7","27","39","0","0","2,547","1,639","0","0","5","3","0","0","2,750","1,851","0","4,601","4",
"Kishwaukee College","","","","","","","","","","","","","","","","",
"Undergraduate","281","246","10","6","64","70","243","201","0","0","1,725","1,340","0","0","3","3","0","0","2,326","1,866","0","4,192","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","281","246","10","6","64","70","243","201","0","0","1,725","1,340","0","0","3","3","0","0","2,326","1,866","0","4,192","4",
"Lake Land College","","","","","","","","","","","","","","","","",
"Undergraduate","80","496","8","10","10","16","33","148","0","0","3,280","3,077","0","0","16","22","0","0","3,427","3,769","0","7,196","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","80","496","8","10","10","16","33","148","0","0","3,280","3,077","0","0","16","22","0","0","3,427","3,769","0","7,196","4",
"Lewis &amp; Clark Community College","","","","","","","","","","","","","","","","",
"Undergraduate","286","156","8","8","12","14","27","18","0","0","4,028","2,856","0","0","21","12","0","0","4,382","3,064","0","7,446","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","286","156","8","8","12","14","27","18","0","0","4,028","2,856","0","0","21","12","0","0","4,382","3,064","0","7,446","4",
"Lincoln Land Community College","","","","","","","","","","","","","","","","",
"Undergraduate","341","155","17","6","44","41","52","54","0","0","3,619","2,593","0","0","7","13","0","0","4,080","2,862","0","6,942","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","341","155","17","6","44","41","52","54","0","0","3,619","2,593","0","0","7","13","0","0","4,080","2,862","0","6,942","4",
"McHenry County College","","","","","","","","","","","","","","","","",
"Undergraduate","20","23","8","6","51","46","179","161","0","0","2,736","2,066","0","0","29","6","0","0","3,023","2,308","0","5,331","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","20","23","8","6","51","46","179","161","0","0","2,736","2,066","0","0","29","6","0","0","3,023","2,308","0","5,331","4",
"Moraine Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","820","449","22","18","188","165","891","673","0","0","7,343","5,237","0","0","160","111","0","0","9,424","6,653","0","16,077","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","820","449","22","18","188","165","891","673","0","0","7,343","5,237","0","0","160","111","0","0","9,424","6,653","0","16,077","4",
"Morton College","","","","","","","","","","","","","","","","",
"Undergraduate","85","42","5","1","64","45","1,930","1,212","0","0","617","364","0","0","45","26","0","0","2,746","1,690","0","4,436","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","85","42","5","1","64","45","1,930","1,212","0","0","617","364","0","0","45","26","0","0","2,746","1,690","0","4,436","4",
"Oakton Community College","","","","","","","","","","","","","","","","",
"Undergraduate","324","202","14","13","925","925","452","365","0","0","4,542","3,450","0","0","0","0","0","0","6,257","4,955","0","11,212","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","324","202","14","13","925","925","452","365","0","0","4,542","3,450","0","0","0","0","0","0","6,257","4,955","0","11,212","4",
"Parkland College","","","","","","","","","","","","","","","","",
"Undergraduate","699","641","22","22","169","133","139","184","0","0","3,976","3,236","0","0","192","123","0","0","5,197","4,339","0","9,536","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","699","641","22","22","169","133","139","184","0","0","3,976","3,236","0","0","192","123","0","0","5,197","4,339","0","9,536","4",
"Prairie State College","","","","","","","","","","","","","","","","",
"Undergraduate","1,577","802","28","9","42","36","365","271","0","0","1,190","863","0","0","9","3","90","57","3,301","2,041","0","5,342","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,577","802","28","9","42","36","365","271","0","0","1,190","863","0","0","9","3","90","57","3,301","2,041","0","5,342","4",
"Rend Lake College","","","","","","","","","","","","","","","","",
"Undergraduate","34","183","6","4","12","11","4","36","0","0","1,689","1,438","0","0","1","2","0","0","1,746","1,674","0","3,420","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","34","183","6","4","12","11","4","36","0","0","1,689","1,438","0","0","1","2","0","0","1,746","1,674","0","3,420","4",
"Richland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","329","79","4","4","18","5","11","11","0","0","1,666","981","0","0","0","4","0","0","2,028","1,084","0","3,112","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","329","79","4","4","18","5","11","11","0","0","1,666","981","0","0","0","4","0","0","2,028","1,084","0","3,112","4",
"Rock Valley College","","","","","","","","","","","","","","","","",
"Undergraduate","519","275","31","13","153","113","486","362","0","0","4,274","3,223","0","0","12","14","0","0","5,475","4,000","0","9,475","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","519","275","31","13","153","113","486","362","0","0","4,274","3,223","0","0","12","14","0","0","5,475","4,000","0","9,475","4",
"Sauk Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","20","14","3","5","18","13","127","82","0","0","1,479","862","0","0","0","0","0","0","1,647","976","0","2,623","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","20","14","3","5","18","13","127","82","0","0","1,479","862","0","0","0","0","0","0","1,647","976","0","2,623","4",
"Shawnee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","267","136","8","3","10","7","18","37","0","0","1,007","584","0","0","0","0","0","0","1,310","767","0","2,077","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","267","136","8","3","10","7","18","37","0","0","1,007","584","0","0","0","0","0","0","1,310","767","0","2,077","4",
"South Suburban Coll. of Cook Co.","","","","","","","","","","","","","","","","",
"Undergraduate","3,516","1,204","21","5","31","44","410","209","0","0","1,354","708","0","0","24","9","0","0","5,356","2,179","0","7,535","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,516","1,204","21","5","31","44","410","209","0","0","1,354","708","0","0","24","9","0","0","5,356","2,179","0","7,535","4",
"Southeastern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","50","893","3","7","15","12","10","176","0","0","1,170","1,239","0","0","3","0","0","0","1,251","2,327","0","3,578","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","50","893","3","7","15","12","10","176","0","0","1,170","1,239","0","0","3","0","0","0","1,251","2,327","0","3,578","4",
"Southwestern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","1,776","808","42","37","168","76","176","166","0","0","6,034","5,079","0","0","10","4","0","0","8,206","6,170","0","14,376","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,776","808","42","37","168","76","176","166","0","0","6,034","5,079","0","0","10","4","0","0","8,206","6,170","0","14,376","4",
"Spoon River College","","","","","","","","","","","","","","","","",
"Undergraduate","44","70","9","2","21","17","10","11","0","0","1,245","979","0","0","1","3","0","0","1,330","1,082","0","2,412","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","44","70","9","2","21","17","10","11","0","0","1,245","979","0","0","1","3","0","0","1,330","1,082","0","2,412","4",
"Triton College","","","","","","","","","","","","","","","","",
"Undergraduate","1,738","845","22","17","298","255","2,245","1,713","0","0","4,568","3,872","0","0","11","13","0","0","8,882","6,715","0","15,597","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,738","845","22","17","298","255","2,245","1,713","0","0","4,568","3,872","0","0","11","13","0","0","8,882","6,715","0","15,597","4",
"Waubonsee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","342","194","27","18","111","64","1,430","1,186","0","0","3,109","2,198","0","0","3","0","0","0","5,022","3,660","0","8,682","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","342","194","27","18","111","64","1,430","1,186","0","0","3,109","2,198","0","0","3","0","0","0","5,022","3,660","0","8,682","4",
" Total Enrollment at Community Colleges","","","","","","","","","","","","","","","","",
"Undergraduate","35,020","19,204","776","514","9,320","7,282","31,711","25,008","0","0","132,909","98,092","0","0","942","651","998","777","211,676","151,528","0","363,204","11",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",
"Sector Total","35,020","19,204","776","514","9,320","7,282","31,711","25,008","0","0","132,909","98,092","0","0","942","651","998","777","211,676","151,528","0","363,204","14",
" Independent NFP Institutions:","","","","","","","","","","","","","","","","",
"Adler University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","34","11","0","0","21","3","15","4","0","0","271","86","0","0","0","0","30","5","371","109","0","480","2",
"Total","34","11","0","0","21","3","15","4","0","0","271","86","0","0","0","0","30","5","371","109","0","480","4",
"American Academy of Art","","","","","","","","","","","","","","","","",
"Undergraduate","12","27","0","0","4","8","25","53","0","0","91","135","0","0","3","2","0","0","135","225","0","360","1",
"Graduate","0","0","0","0","1","1","1","0","0","0","4","1","0","0","0","0","0","0","6","2","0","8","2",
"Total","12","27","0","0","5","9","26","53","0","0","95","136","0","0","3","2","0","0","141","227","0","368","4",
"Augustana College","","","","","","","","","","","","","","","","",
"Undergraduate","28","20","6","1","25","20","36","22","0","0","1,201","916","0","0","10","7","0","0","1,306","986","0","2,292","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","28","20","6","1","25","20","36","22","0","0","1,201","916","0","0","10","7","0","0","1,306","986","0","2,292","4",
