"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Graduate","279","141","4","4","54","56","75","95","1","0","1,265","1,198","48","41","394","597","5","4","2,125","2,136","0","4,261","2",
"Total","1,666","1,224","16","21","127","194","573","692","6","7","4,872","5,823","243","239","566","1,006","9","8","8,078","9,214","0","17,292","4",
"Southern Illinois University Edwardsville","","","","","","","","","","","","","","","","",
"Undergraduate","1,151","644","12","18","101","95","265","217","6","6","4,414","4,180","209","164","64","90","66","79","6,288","5,493","0","11,781","1",
"Graduate","129","58","1","0","42","28","30","25","2","0","1,074","656","34","19","115","155","50","66","1,477","1,007","0","2,484","2",
"Total","1,280","702","13","18","143","123","295","242","8","6","5,488","4,836","243","183","179","245","116","145","7,765","6,500","0","14,265","4",
"U of I at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","876","547","6","9","1,850","2,044","2,650","2,307","12","23","2,799","3,124","238","232","266","297","108","187","8,805","8,770","0","17,575","1",
"Graduate","620","240","7","4","837","600","660","419","11","3","3,082","1,959","131","94","1,053","1,507","148","98","6,549","4,924","0","11,473","2",
"Total","1,496","787","13","13","2,687","2,644","3,310","2,726","23","26","5,881","5,083","369","326","1,319","1,804","256","285","15,354","13,694","0","29,048","4",
"U of I at Springfield","","","","","","","","","","","","","","","","",
"Undergraduate","281","170","3","3","49","59","120","78","3","0","872","963","55","28","77","82","31","63","1,491","1,446","0","2,937","1",
"Graduate","112","66","4","2","42","56","25","46","0","0","577","559","17","10","308","577","23","41","1,108","1,357","0","2,465","2",
"Total","393","236","7","5","91","115","145","124","3","0","1,449","1,522","72","38","385","659","54","104","2,599","2,803","0","5,402","4",
"U of I at Urbana/Champaign","","","","","","","","","","","","","","","","",
"Undergraduate","1,045","756","9","13","2,307","3,450","1,529","1,604","7","18","7,093","8,812","450","500","2,124","3,395","75","181","14,639","18,729","0","33,368","1",
"Graduate","281","172","12","8","344","426","293","256","5","3","2,699","2,559","106","100","2,099","2,806","155","150","5,994","6,480","0","12,474","2",
"Total","1,326","928","21","21","2,651","3,876","1,822","1,860","12","21","9,792","11,371","556","600","4,223","6,201","230","331","20,633","25,209","0","45,842","4",
"Western Illinois University","","","","","","","","","","","","","","","","",
"Undergraduate","1,089","692","4","9","37","48","493","482","4","5","2,694","2,986","134","94","55","95","89","131","4,599","4,542","0","9,141","1",
"Graduate","62","52","2","0","14","6","48","26","0","0","830","491","20","9","157","198","24","14","1,157","796","0","1,953","2",
"Total","1,151","744","6","9","51","54","541","508","4","5","3,524","3,477","154","103","212","293","113","145","5,756","5,338","0","11,094","4",
" Total Enrollment at Public Universities","","","","","","","","","","","","","","","","",
"Undergraduate","12,246","7,376","102","101","5,421","6,914","10,205","8,886","72","90","38,359","39,455","2,060","1,837","3,213","4,903","1,190","1,186","72,868","70,748","0","143,616","11",
"Graduate","3,051","1,353","42","28","1,655","1,425","1,793","1,223","23","8","14,501","10,381","494","348","4,879","7,096","596","485","27,034","22,347","0","49,381","12",
"Sector Total","15,297","8,729","144","129","7,076","8,339","11,998","10,109","95","98","52,860","49,836","2,554","2,185","8,092","11,999","1,786","1,671","99,902","93,095","0","192,997","14",
" Community Colleges:","","","","","","","","","","","","","","","","",
"Black Hawk College","","","","","","","","","","","","","","","","",
"Undergraduate","237","195","7","2","71","34","419","256","4","1","2,117","1,512","116","69","10","10","28","29","3,009","2,108","0","5,117","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","237","195","7","2","71","34","419","256","4","1","2,117","1,512","116","69","10","10","28","29","3,009","2,108","0","5,117","4",
"Carl Sandburg College","","","","","","","","","","","","","","","","",
"Undergraduate","58","54","3","0","8","6","75","63","0","1","1,025","558","52","29","0","0","28","27","1,249","738","0","1,987","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","58","54","3","0","8","6","75","63","0","1","1,025","558","52","29","0","0","28","27","1,249","738","0","1,987","4",
"CCC - Harold Washington College","","","","","","","","","","","","","","","","",
"Undergraduate","1,658","1,044","10","7","380","269","2,174","1,637","3","5","624","494","137","87","152","113","178","121","5,316","3,777","0","9,093","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,658","1,044","10","7","380","269","2,174","1,637","3","5","624","494","137","87","152","113","178","121","5,316","3,777","0","9,093","4",
"CCC - Harry S Truman College","","","","","","","","","","","","","","","","",
"Undergraduate","870","520","8","4","314","227","858","593","7","5","553","476","66","63","63","50","119","73","2,858","2,011","0","4,869","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","870","520","8","4","314","227","858","593","7","5","553","476","66","63","63","50","119","73","2,858","2,011","0","4,869","4",
"CCC - Kennedy-King College","","","","","","","","","","","","","","","","",
"Undergraduate","1,502","876","4","3","15","8","170","158","1","0","49","35","48","39","15","5","67","28","1,871","1,152","0","3,023","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,502","876","4","3","15","8","170","158","1","0","49","35","48","39","15","5","67","28","1,871","1,152","0","3,023","4",
"CCC - Malcolm X College","","","","","","","","","","","","","","","","",
"Undergraduate","1,784","589","2","2","76","46","1,047","435","1","2","147","102","68","28","9","5","101","40","3,235","1,249","0","4,484","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,784","589","2","2","76","46","1,047","435","1","2","147","102","68","28","9","5","101","40","3,235","1,249","0","4,484","4",
"CCC - Olive-Harvey College","","","","","","","","","","","","","","","","",
"Undergraduate","1,037","592","1","1","24","107","201","127","1","0","32","82","35","17","0","3","29","43","1,360","972","0","2,332","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,037","592","1","1","24","107","201","127","1","0","32","82","35","17","0","3","29","43","1,360","972","0","2,332","4",
"CCC - Richard J. Daley College","","","","","","","","","","","","","","","","",
"Undergraduate","697","419","2","3","19","24","1,550","1,144","3","3","137","383","29","26","1","3","59","55","2,497","2,060","0","4,557","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","697","419","2","3","19","24","1,550","1,144","3","3","137","383","29","26","1","3","59","55","2,497","2,060","0","4,557","4",
"CCC - Wilbur Wright College","","","","","","","","","","","","","","","","",
"Undergraduate","478","294","10","3","260","287","2,694","1,955","12","12","1,068","839","65","73","50","45","117","110","4,754","3,618","0","8,372","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","478","294","10","3","260","287","2,694","1,955","12","12","1,068","839","65","73","50","45","117","110","4,754","3,618","0","8,372","4",
"College of DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","1,104","848","39","20","1,169","1,177","2,706","2,209","23","31","7,539","7,391","285","280","127","87","500","491","13,492","12,534","0","26,026","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,104","848","39","20","1,169","1,177","2,706","2,209","23","31","7,539","7,391","285","280","127","87","500","491","13,492","12,534","0","26,026","4",
"College of Lake County","","","","","","","","","","","","","","","","",
"Undergraduate","543","393","10","10","382","354","2,317","1,910","11","14","3,213","2,992","166","186","0","0","396","320","7,038","6,179","0","13,217","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","543","393","10","10","382","354","2,317","1,910","11","14","3,213","2,992","166","186","0","0","396","320","7,038","6,179","0","13,217","4",
"Danville Area Community College","","","","","","","","","","","","","","","","",
"Undergraduate","212","187","3","4","19","12","56","79","2","1","1,083","807","9","10","0","0","103","102","1,487","1,202","0","2,689","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","212","187","3","4","19","12","56","79","2","1","1,083","807","9","10","0","0","103","102","1,487","1,202","0","2,689","4",
"Elgin Community College","","","","","","","","","","","","","","","","",
"Undergraduate","231","154","18","13","250","267","1,638","1,343","3","4","2,267","2,189","132","143","12","14","140","131","4,691","4,258","0","8,949","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","231","154","18","13","250","267","1,638","1,343","3","4","2,267","2,189","132","143","12","14","140","131","4,691","4,258","0","8,949","4",
"Harper College","","","","","","","","","","","","","","","","",
"Undergraduate","321","224","8","7","683","655","1,641","1,308","42","24","3,935","3,627","168","181","28","34","143","151","6,969","6,211","0","13,180","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","321","224","8","7","683","655","1,641","1,308","42","24","3,935","3,627","168","181","28","34","143","151","6,969","6,211","0","13,180","4",
"Heartland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","283","227","4","3","41","46","148","128","3","2","1,959","1,637","100","83","3","8","113","92","2,654","2,226","0","4,880","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","283","227","4","3","41","46","148","128","3","2","1,959","1,637","100","83","3","8","113","92","2,654","2,226","0","4,880","4",
"Highland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","76","59","24","19","8","11","31","18","1","1","904","556","36","26","0","0","20","13","1,100","703","0","1,803","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","76","59","24","19","8","11","31","18","1","1","904","556","36","26","0","0","20","13","1,100","703","0","1,803","4",
"Illinois Central College","","","","","","","","","","","","","","","","",
"Undergraduate","616","365","18","15","113","108","211","177","6","9","4,012","3,456","136","108","0","1","9","13","5,121","4,252","0","9,373","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","616","365","18","15","113","108","211","177","6","9","4,012","3,456","136","108","0","1","9","13","5,121","4,252","0","9,373","4",
"Illinois Eastern - Frontier","","","","","","","","","","","","","","","","",
"Undergraduate","4","7","4","3","5","3","9","12","0","0","1,294","766","14","8","0","0","5","2","1,335","801","0","2,136","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","7","4","3","5","3","9","12","0","0","1,294","766","14","8","0","0","5","2","1,335","801","0","2,136","4",
"Illinois Eastern - Lincoln Trail","","","","","","","","","","","","","","","","",
"Undergraduate","14","17","1","1","9","9","8","7","0","0","557","355","14","4","0","0","0","1","603","394","0","997","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","14","17","1","1","9","9","8","7","0","0","557","355","14","4","0","0","0","1","603","394","0","997","4",
"Illinois Eastern - Olney Central","","","","","","","","","","","","","","","","",
"Undergraduate","9","7","3","0","7","8","8","3","0","0","718","483","8","9","0","1","2","0","755","511","0","1,266","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","9","7","3","0","7","8","8","3","0","0","718","483","8","9","0","1","2","0","755","511","0","1,266","4",
"Illinois Eastern - Wabash Valley","","","","","","","","","","","","","","","","",
"Undergraduate","18","48","0","7","11","18","11","25","0","0","1,254","2,802","11","33","0","0","3","4","1,308","2,937","0","4,245","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","48","0","7","11","18","11","25","0","0","1,254","2,802","11","33","0","0","3","4","1,308","2,937","0","4,245","4",
"Illinois Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","21","30","1","2","23","12","225","143","2","0","1,560","1,117","10","11","0","0","51","50","1,893","1,365","0","3,258","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","21","30","1","2","23","12","225","143","2","0","1,560","1,117","10","11","0","0","51","50","1,893","1,365","0","3,258","4",
"John A. Logan College","","","","","","","","","","","","","","","","",
"Undergraduate","173","149","4","7","26","18","57","45","6","5","1,569","1,174","3","0","0","1","206","131","2,044","1,530","0","3,574","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","173","149","4","7","26","18","57","45","6","5","1,569","1,174","3","0","0","1","206","131","2,044","1,530","0","3,574","4",
"John Wood Community College","","","","","","","","","","","","","","","","",
"Undergraduate","39","32","3","1","15","10","11","21","0","1","1,056","710","25","12","0","5","19","21","1,168","813","0","1,981","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","39","32","3","1","15","10","11","21","0","1","1,056","710","25","12","0","5","19","21","1,168","813","0","1,981","4",
"Joliet Junior College","","","","","","","","","","","","","","","","",
"Undergraduate","778","521","25","40","152","144","1,732","1,402","4","5","4,475","3,959","269","305","4","3","166","145","7,605","6,524","0","14,129","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","778","521","25","40","152","144","1,732","1,402","4","5","4,475","3,959","269","305","4","3","166","145","7,605","6,524","0","14,129","4",
"Kankakee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","330","144","6","7","25","7","259","149","1","2","1,320","869","18","17","4","1","70","68","2,033","1,264","0","3,297","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","330","144","6","7","25","7","259","149","1","2","1,320","869","18","17","4","1","70","68","2,033","1,264","0","3,297","4",
"Kaskaskia College","","","","","","","","","","","","","","","","",
"Undergraduate","138","189","12","5","14","10","34","46","2","0","2,317","1,575","47","57","4","0","9","13","2,577","1,895","0","4,472","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","138","189","12","5","14","10","34","46","2","0","2,317","1,575","47","57","4","0","9","13","2,577","1,895","0","4,472","4",
"Kishwaukee College","","","","","","","","","","","","","","","","",
"Undergraduate","355","258","9","17","37","33","281","221","0","4","1,327","1,158","36","39","0","0","44","51","2,089","1,781","0","3,870","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","355","258","9","17","37","33","281","221","0","4","1,327","1,158","36","39","0","0","44","51","2,089","1,781","0","3,870","4",
"Lake Land College","","","","","","","","","","","","","","","","",
"Undergraduate","132","140","5","4","21","18","63","52","1","1","2,545","2,014","32","31","0","0","74","105","2,873","2,365","0","5,238","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","132","140","5","4","21","18","63","52","1","1","2,545","2,014","32","31","0","0","74","105","2,873","2,365","0","5,238","4",
"Lewis &amp; Clark Community College","","","","","","","","","","","","","","","","",
"Undergraduate","328","272","16","24","40","22","63","56","6","10","3,482","2,842","1","2","0","1","258","312","4,194","3,541","0","7,735","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","328","272","16","24","40","22","63","56","6","10","3,482","2,842","1","2","0","1","258","312","4,194","3,541","0","7,735","4",
"Lincoln Land Community College","","","","","","","","","","","","","","","","",
"Undergraduate","394","259","18","9","50","42","121","85","4","7","2,908","2,104","36","34","0","0","242","122","3,773","2,662","0","6,435","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","394","259","18","9","50","42","121","85","4","7","2,908","2,104","36","34","0","0","242","122","3,773","2,662","0","6,435","4",
"McHenry County College","","","","","","","","","","","","","","","","",
"Undergraduate","38","37","3","3","55","47","430","417","5","3","2,197","1,988","57","64","9","3","321","273","3,115","2,835","0","5,950","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","38","37","3","3","55","47","430","417","5","3","2,197","1,988","57","64","9","3","321","273","3,115","2,835","0","5,950","4",
"Moraine Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","736","516","17","30","150","183","1,632","1,445","3","5","3,713","3,668","126","133","106","173","546","644","7,029","6,797","0","13,826","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","736","516","17","30","150","183","1,632","1,445","3","5","3,713","3,668","126","133","106","173","546","644","7,029","6,797","0","13,826","4",
"Morton College","","","","","","","","","","","","","","","","",
"Undergraduate","76","51","0","0","17","23","1,813","1,347","3","1","168","125","9","3","0","0","80","80","2,166","1,630","0","3,796","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","76","51","0","0","17","23","1,813","1,347","3","1","168","125","9","3","0","0","80","80","2,166","1,630","0","3,796","4",
"Oakton Community College","","","","","","","","","","","","","","","","",
"Undergraduate","319","247","9","9","828","930","860","768","29","43","2,515","2,347","134","164","0","0","216","210","4,910","4,718","0","9,628","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","319","247","9","9","828","930","860","768","29","43","2,515","2,347","134","164","0","0","216","210","4,910","4,718","0","9,628","4",
"Parkland College","","","","","","","","","","","","","","","","",
"Undergraduate","589","486","10","22","249","282","263","259","5","5","2,520","2,151","96","94","9","16","434","448","4,175","3,763","0","7,938","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","589","486","10","22","249","282","263","259","5","5","2,520","2,151","96","94","9","16","434","448","4,175","3,763","0","7,938","4",
"Prairie State College","","","","","","","","","","","","","","","","",
"Undergraduate","1,542","914","6","5","16","7","354","279","0","0","496","460","57","51","0","0","106","80","2,577","1,796","0","4,373","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,542","914","6","5","16","7","354","279","0","0","496","460","57","51","0","0","106","80","2,577","1,796","0","4,373","4",
"Rend Lake College","","","","","","","","","","","","","","","","",
"Undergraduate","90","57","4","0","14","5","12","11","0","1","1,212","884","0","0","0","1","3","1","1,335","960","0","2,295","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","90","57","4","0","14","5","12","11","0","1","1,212","884","0","0","0","1","3","1","1,335","960","0","2,295","4",
"Richland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","349","126","8","3","17","6","28","14","1","2","1,412","960","48","23","0","0","193","72","2,056","1,206","0","3,262","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","349","126","8","3","17","6","28","14","1","2","1,412","960","48","23","0","0","193","72","2,056","1,206","0","3,262","4",
"Rock Valley College","","","","","","","","","","","","","","","","",
"Undergraduate","383","240","17","9","119","72","735","520","7","5","2,789","2,321","90","55","17","7","54","69","4,211","3,298","0","7,509","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","383","240","17","9","119","72","735","520","7","5","2,789","2,321","90","55","17","7","54","69","4,211","3,298","0","7,509","4",
"Sauk Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","42","38","1","0","7","4","176","82","0","0","925","596","0","0","0","0","16","19","1,167","739","0","1,906","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","42","38","1","0","7","4","176","82","0","0","925","596","0","0","0","0","16","19","1,167","739","0","1,906","4",
"Shawnee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","159","94","2","0","4","6","23","19","0","0","870","545","0","0","0","0","15","20","1,073","684","0","1,757","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","159","94","2","0","4","6","23","19","0","0","870","545","0","0","0","0","15","20","1,073","684","0","1,757","4",
"South Suburban Coll. of Cook Co.","","","","","","","","","","","","","","","","",
"Undergraduate","1,847","728","7","5","28","17","452","263","10","5","408","268","58","45","0","0","47","17","2,857","1,348","0","4,205","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,847","728","7","5","28","17","452","263","10","5","408","268","58","45","0","0","47","17","2,857","1,348","0","4,205","4",
"Southeastern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","44","46","2","4","5","3","16","12","0","0","1,046","717","33","20","0","3","40","37","1,186","842","0","2,028","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","44","46","2","4","5","3","16","12","0","0","1,046","717","33","20","0","3","40","37","1,186","842","0","2,028","4",
"Southwestern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","1,142","730","11","6","51","30","223","182","14","8","3,384","2,904","240","213","1","0","216","174","5,282","4,247","0","9,529","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,142","730","11","6","51","30","223","182","14","8","3,384","2,904","240","213","1","0","216","174","5,282","4,247","0","9,529","4",
"Spoon River College","","","","","","","","","","","","","","","","",
"Undergraduate","58","65","4","3","3","6","24","19","0","0","816","519","8","1","0","0","1","2","914","615","0","1,529","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","58","65","4","3","3","6","24","19","0","0","816","519","8","1","0","0","1","2","914","615","0","1,529","4",
"Triton College","","","","","","","","","","","","","","","","",
"Undergraduate","947","539","9","13","125","124","1,989","1,483","0","0","1,333","1,470","99","56","6","7","661","803","5,169","4,495","0","9,664","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","947","539","9","13","125","124","1,989","1,483","0","0","1,333","1,470","99","56","6","7","661","803","5,169","4,495","0","9,664","4",
"Waubonsee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","407","247","7","7","170","107","1,638","1,300","2","3","2,646","2,440","126","84","0","0","166","165","5,162","4,353","0","9,515","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","407","247","7","7","170","107","1,638","1,300","2","3","2,646","2,440","126","84","0","0","166","165","5,162","4,353","0","9,515","4",
" Total Enrollment at Community Colleges","","","","","","","","","","","","","","","","",
"Undergraduate","23,208","14,274","395","362","6,125","5,844","31,486","24,227","228","231","85,496","73,427","3,353","3,016","630","600","6,414","5,978","157,335","127,959","0","285,294","11",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",
"Sector Total","23,208","14,274","395","362","6,125","5,844","31,486","24,227","228","231","85,496","73,427","3,353","3,016","630","600","6,414","5,978","157,335","127,959","0","285,294","14",
" Independent NFP Institutions:","","","","","","","","","","","","","","","","",
"Adler University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","111","23","4","0","28","6","88","19","0","0","462","130","20","8","32","2","37","18","782","206","0","988","2",
"Total","111","23","4","0","28","6","88","19","0","0","462","130","20","8","32","2","37","18","782","206","0","988","4",
"American Academy of Art","","","","","","","","","","","","","","","","",
"Undergraduate","13","22","0","0","9","6","50","34","0","1","110","61","7","4","0","0","0","0","189","128","0","317","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","13","22","0","0","9","6","50","34","0","1","110","61","7","4","0","0","0","0","189","128","0","317","4",
"American Islamic College","","","","","","","","","","","","","","","","",
"Undergraduate","2","4","1","0","4","4","0","0","0","0","6","5","0","0","0","0","7","0","20","13","0","33","1",
"Graduate","1","4","0","0","0","3","0","0","0","0","2","9","1","0","0","0","2","0","6","16","0","22","2",
"Total","3","8","1","0","4","7","0","0","0","0","8","14","1","0","0","0","9","0","26","29","0","55","4",
"Augustana College","","","","","","","","","","","","","","","","",
