"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Graduate","270","165","14","6","47","40","64","44","0","0","1,627","1,345","0","0","348","573","132","115","2,502","2,288","0","4,790","2",
"Total","1,755","1,524","42","56","174","265","316","377","0","0","6,241","7,907","0","0","430","731","488","677","9,446","11,537","0","20,983","4",
"Southern Illinois University Edwardsville","","","","","","","","","","","","","","","","",
"Undergraduate","706","355","15","9","116","108","107","100","0","0","4,756","4,211","0","0","37","57","155","188","5,892","5,028","0","10,920","1",
"Graduate","109","43","6","1","31","25","13","10","0","0","1,208","696","0","0","92","173","40","31","1,499","979","0","2,478","2",
"Total","815","398","21","10","147","133","120","110","0","0","5,964","4,907","0","0","129","230","195","219","7,391","6,007","0","13,398","4",
"U of I at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","944","423","17","18","1,805","1,828","1,472","1,104","0","0","3,542","3,464","0","0","146","107","376","426","8,302","7,370","0","15,672","1",
"Graduate","583","216","12","10","789","570","462","247","0","0","2,871","1,922","0","0","903","1,024","263","203","5,883","4,192","0","10,075","2",
"Total","1,527","639","29","28","2,594","2,398","1,934","1,351","0","0","6,413","5,386","0","0","1,049","1,131","639","629","14,185","11,562","0","25,747","4",
"U of I at Springfield","","","","","","","","","","","","","","","","",
"Undergraduate","215","114","9","8","42","50","46","35","0","0","1,205","945","0","0","10","21","81","82","1,608","1,255","0","2,863","1",
"Graduate","105","51","5","1","18","24","13","14","0","0","855","544","0","0","80","196","43","43","1,119","873","0","1,992","2",
"Total","320","165","14","9","60","74","59","49","0","0","2,060","1,489","0","0","90","217","124","125","2,727","2,128","0","4,855","4",
"U of I at Urbana/Champaign","","","","","","","","","","","","","","","","",
"Undergraduate","1,247","820","39","46","1,731","2,223","1,053","1,077","0","0","9,533","10,738","0","0","637","1,094","268","389","14,508","16,387","0","30,895","1",
"Graduate","290","174","15","10","348","355","215","184","0","0","2,838","2,894","0","0","1,568","2,079","240","221","5,514","5,917","0","11,431","2",
"Total","1,537","994","54","56","2,079","2,578","1,268","1,261","0","0","12,371","13,632","0","0","2,205","3,173","508","610","20,022","22,304","0","42,326","4",
"Western Illinois University","","","","","","","","","","","","","","","","",
"Undergraduate","419","375","23","28","60","78","225","286","0","0","4,219","4,631","0","0","59","96","232","416","5,237","5,910","0","11,147","1",
"Graduate","44","33","1","2","11","7","34","14","0","0","1,038","634","0","0","96","153","57","60","1,281","903","0","2,184","2",
"Total","463","408","24","30","71","85","259","300","0","0","5,257","5,265","0","0","155","249","289","476","6,518","6,813","0","13,331","4",
" Total Enrollment at Public Universities","","","","","","","","","","","","","","","","",
"Undergraduate","12,258","6,702","235","240","5,113","5,784","6,477","5,035","0","0","50,916","48,915","0","0","1,198","1,786","3,232","3,677","79,429","72,139","0","151,568","11",
"Graduate","3,505","1,344","79","48","1,604","1,296","1,558","827","0","0","17,824","12,184","0","0","3,639","4,953","1,148","916","29,357","21,568","0","50,925","12",
"Sector Total","15,763","8,046","314","288","6,717","7,080","8,035","5,862","0","0","68,740","61,099","0","0","4,837","6,739","4,380","4,593","108,786","93,707","0","202,493","14",
" Community Colleges:","","","","","","","","","","","","","","","","",
"Black Hawk College","","","","","","","","","","","","","","","","",
"Undergraduate","320","241","19","5","32","31","345","206","0","0","3,056","2,056","0","0","0","0","0","0","3,772","2,539","0","6,311","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","320","241","19","5","32","31","345","206","0","0","3,056","2,056","0","0","0","0","0","0","3,772","2,539","0","6,311","4",
"Carl Sandburg College","","","","","","","","","","","","","","","","",
"Undergraduate","75","45","1","3","10","7","52","32","0","0","1,591","868","0","0","5","4","0","0","1,734","959","0","2,693","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","75","45","1","3","10","7","52","32","0","0","1,591","868","0","0","5","4","0","0","1,734","959","0","2,693","4",
"CCC - Harold Washington College","","","","","","","","","","","","","","","","",
"Undergraduate","2,043","1,331","22","25","554","568","1,121","877","0","0","1,018","1,074","0","0","0","0","0","0","4,758","3,875","0","8,633","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2,043","1,331","22","25","554","568","1,121","877","0","0","1,018","1,074","0","0","0","0","0","0","4,758","3,875","0","8,633","4",
"CCC - Harry S Truman College","","","","","","","","","","","","","","","","",
"Undergraduate","1,314","839","30","19","893","607","2,610","2,629","0","0","1,477","936","0","0","0","0","0","0","6,324","5,030","0","11,354","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,314","839","30","19","893","607","2,610","2,629","0","0","1,477","936","0","0","0","0","0","0","6,324","5,030","0","11,354","4",
"CCC - Kennedy-King College","","","","","","","","","","","","","","","","",
"Undergraduate","3,419","1,657","10","6","151","62","169","208","0","0","128","330","0","0","0","0","0","0","3,877","2,263","0","6,140","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,419","1,657","10","6","151","62","169","208","0","0","128","330","0","0","0","0","0","0","3,877","2,263","0","6,140","4",
"CCC - Malcolm X College","","","","","","","","","","","","","","","","",
"Undergraduate","2,451","989","15","7","132","103","1,084","743","0","0","286","221","0","0","0","0","0","0","3,968","2,063","0","6,031","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2,451","989","15","7","132","103","1,084","743","0","0","286","221","0","0","0","0","0","0","3,968","2,063","0","6,031","4",
"CCC - Olive-Harvey College","","","","","","","","","","","","","","","","",
"Undergraduate","2,312","942","11","2","15","7","498","243","0","0","35","13","0","0","0","0","0","0","2,871","1,207","0","4,078","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","2,312","942","11","2","15","7","498","243","0","0","35","13","0","0","0","0","0","0","2,871","1,207","0","4,078","4",
"CCC - Richard J. Daley College","","","","","","","","","","","","","","","","",
"Undergraduate","1,315","544","11","6","66","42","4,068","2,680","0","0","522","425","0","0","0","0","0","0","5,982","3,697","0","9,679","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,315","544","11","6","66","42","4,068","2,680","0","0","522","425","0","0","0","0","0","0","5,982","3,697","0","9,679","4",
"CCC - Wilbur Wright College","","","","","","","","","","","","","","","","",
"Undergraduate","554","349","18","18","436","456","3,317","2,201","0","0","2,213","1,431","0","0","0","0","0","0","6,538","4,455","0","10,993","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","554","349","18","18","436","456","3,317","2,201","0","0","2,213","1,431","0","0","0","0","0","0","6,538","4,455","0","10,993","4",
"College of DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","948","649","46","35","1,579","1,292","2,063","1,690","0","0","9,455","7,709","0","0","0","0","159","143","14,250","11,518","0","25,768","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","948","649","46","35","1,579","1,292","2,063","1,690","0","0","9,455","7,709","0","0","0","0","159","143","14,250","11,518","0","25,768","4",
"College of Lake County","","","","","","","","","","","","","","","","",
"Undergraduate","764","485","19","9","590","426","2,198","1,594","0","0","5,523","4,152","0","0","163","87","0","0","9,257","6,753","0","16,010","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","764","485","19","9","590","426","2,198","1,594","0","0","5,523","4,152","0","0","163","87","0","0","9,257","6,753","0","16,010","4",
"Danville Area Community College","","","","","","","","","","","","","","","","",
"Undergraduate","214","101","5","1","18","6","25","32","0","0","1,510","824","0","0","2","1","71","22","1,845","987","0","2,832","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","214","101","5","1","18","6","25","32","0","0","1,510","824","0","0","2","1","71","22","1,845","987","0","2,832","4",
"Elgin Community College","","","","","","","","","","","","","","","","",
"Undergraduate","268","143","13","11","366","324","1,616","1,264","0","0","3,027","2,558","0","0","13","10","0","0","5,303","4,310","0","9,613","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","268","143","13","11","366","324","1,616","1,264","0","0","3,027","2,558","0","0","13","10","0","0","5,303","4,310","0","9,613","4",
"Harper College","","","","","","","","","","","","","","","","",
"Undergraduate","345","277","22","20","1,022","775","1,360","1,034","0","0","5,032","3,928","0","0","79","69","658","535","8,518","6,638","0","15,156","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","345","277","22","20","1,022","775","1,360","1,034","0","0","5,032","3,928","0","0","79","69","658","535","8,518","6,638","0","15,156","4",
"Heartland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","255","168","9","5","78","57","67","65","0","0","2,215","1,877","0","0","16","15","0","0","2,640","2,187","0","4,827","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","255","168","9","5","78","57","67","65","0","0","2,215","1,877","0","0","16","15","0","0","2,640","2,187","0","4,827","4",
"Highland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","113","64","4","0","12","8","21","7","0","0","1,151","669","0","0","0","0","0","0","1,301","748","0","2,049","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","113","64","4","0","12","8","21","7","0","0","1,151","669","0","0","0","0","0","0","1,301","748","0","2,049","4",
"Illinois Central College","","","","","","","","","","","","","","","","",
"Undergraduate","844","438","24","15","125","92","131","129","0","0","5,678","4,309","0","0","9","10","0","0","6,811","4,993","0","11,804","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","844","438","24","15","125","92","131","129","0","0","5,678","4,309","0","0","9","10","0","0","6,811","4,993","0","11,804","4",
"Illinois Eastern - Frontier","","","","","","","","","","","","","","","","",
"Undergraduate","4","2","1","0","7","3","8","1","0","0","1,299","777","0","0","0","0","0","0","1,319","783","0","2,102","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","4","2","1","0","7","3","8","1","0","0","1,299","777","0","0","0","0","0","0","1,319","783","0","2,102","4",
"Illinois Eastern - Lincoln Trail","","","","","","","","","","","","","","","","",
"Undergraduate","18","175","1","0","16","12","5","45","0","0","732","439","0","0","2","0","0","0","774","671","0","1,445","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","18","175","1","0","16","12","5","45","0","0","732","439","0","0","2","0","0","0","774","671","0","1,445","4",
"Illinois Eastern - Olney Central","","","","","","","","","","","","","","","","",
"Undergraduate","9","10","2","0","9","9","13","6","0","0","951","601","0","0","0","0","0","0","984","626","0","1,610","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","9","10","2","0","9","9","13","6","0","0","951","601","0","0","0","0","0","0","984","626","0","1,610","4",
"Illinois Eastern - Wabash Valley","","","","","","","","","","","","","","","","",
"Undergraduate","39","35","4","1","41","24","10","13","0","0","1,915","2,123","0","0","1","0","0","0","2,010","2,196","0","4,206","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","39","35","4","1","41","24","10","13","0","0","1,915","2,123","0","0","1","0","0","0","2,010","2,196","0","4,206","4",
"Illinois Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","28","139","6","8","23","24","157","109","0","0","1,968","1,430","0","0","1","0","105","105","2,288","1,815","0","4,103","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","28","139","6","8","23","24","157","109","0","0","1,968","1,430","0","0","1","0","105","105","2,288","1,815","0","4,103","4",
"John A. Logan College","","","","","","","","","","","","","","","","",
"Undergraduate","271","194","22","14","29","33","54","46","0","0","4,052","2,836","0","0","4","4","0","0","4,432","3,127","0","7,559","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","271","194","22","14","29","33","54","46","0","0","4,052","2,836","0","0","4","4","0","0","4,432","3,127","0","7,559","4",
"John Wood Community College","","","","","","","","","","","","","","","","",
"Undergraduate","47","23","6","1","15","9","7","12","0","0","1,267","677","0","0","4","3","156","190","1,502","915","0","2,417","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","47","23","6","1","15","9","7","12","0","0","1,267","677","0","0","4","3","156","190","1,502","915","0","2,417","4",
"Joliet Junior College","","","","","","","","","","","","","","","","",
"Undergraduate","814","542","13","12","196","157","1,245","770","0","0","5,508","3,882","0","0","6","4","0","0","7,782","5,367","0","13,149","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","814","542","13","12","196","157","1,245","770","0","0","5,508","3,882","0","0","6","4","0","0","7,782","5,367","0","13,149","4",
"Kankakee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","387","140","11","5","31","24","104","64","0","0","1,782","1,038","0","0","3","2","0","0","2,318","1,273","0","3,591","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","387","140","11","5","31","24","104","64","0","0","1,782","1,038","0","0","3","2","0","0","2,318","1,273","0","3,591","4",
"Kaskaskia College","","","","","","","","","","","","","","","","",
"Undergraduate","168","150","14","20","11","12","19","48","0","0","2,762","1,817","0","0","14","6","0","0","2,988","2,053","0","5,041","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","168","150","14","20","11","12","19","48","0","0","2,762","1,817","0","0","14","6","0","0","2,988","2,053","0","5,041","4",
"Kishwaukee College","","","","","","","","","","","","","","","","",
"Undergraduate","323","246","7","5","77","47","279","214","0","0","1,802","1,460","0","0","2","4","0","0","2,490","1,976","0","4,466","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","323","246","7","5","77","47","279","214","0","0","1,802","1,460","0","0","2","4","0","0","2,490","1,976","0","4,466","4",
"Lake Land College","","","","","","","","","","","","","","","","",
"Undergraduate","65","601","7","15","15","36","39","187","0","0","3,223","2,959","0","0","9","21","0","0","3,358","3,819","0","7,177","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","65","601","7","15","15","36","39","187","0","0","3,223","2,959","0","0","9","21","0","0","3,358","3,819","0","7,177","4",
"Lewis &amp; Clark Community College","","","","","","","","","","","","","","","","",
"Undergraduate","346","157","12","9","23","9","33","29","0","0","4,239","3,018","0","0","0","0","0","0","4,653","3,222","0","7,875","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","346","157","12","9","23","9","33","29","0","0","4,239","3,018","0","0","0","0","0","0","4,653","3,222","0","7,875","4",
"Lincoln Land Community College","","","","","","","","","","","","","","","","",
"Undergraduate","367","196","17","6","46","38","83","59","0","0","3,386","2,441","0","0","5","11","0","0","3,904","2,751","0","6,655","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","367","196","17","6","46","38","83","59","0","0","3,386","2,441","0","0","5","11","0","0","3,904","2,751","0","6,655","4",
"McHenry County College","","","","","","","","","","","","","","","","",
"Undergraduate","24","26","3","4","40","50","231","150","0","0","2,591","2,046","0","0","63","46","0","0","2,952","2,322","0","5,274","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","24","26","3","4","40","50","231","150","0","0","2,591","2,046","0","0","63","46","0","0","2,952","2,322","0","5,274","4",
"Moraine Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","944","515","23","13","210","194","1,200","969","0","0","6,466","5,045","0","0","135","145","0","0","8,978","6,881","0","15,859","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","944","515","23","13","210","194","1,200","969","0","0","6,466","5,045","0","0","135","145","0","0","8,978","6,881","0","15,859","4",
"Morton College","","","","","","","","","","","","","","","","",
"Undergraduate","189","81","4","1","41","39","2,386","1,522","0","0","438","262","0","0","51","43","0","0","3,109","1,948","0","5,057","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","189","81","4","1","41","39","2,386","1,522","0","0","438","262","0","0","51","43","0","0","3,109","1,948","0","5,057","4",
"Oakton Community College","","","","","","","","","","","","","","","","",
"Undergraduate","911","858","10","15","350","228","483","364","0","0","3,282","2,548","0","0","238","224","696","598","5,970","4,835","0","10,805","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","911","858","10","15","350","228","483","364","0","0","3,282","2,548","0","0","238","224","696","598","5,970","4,835","0","10,805","4",
"Parkland College","","","","","","","","","","","","","","","","",
"Undergraduate","651","524","22","14","185","142","203","197","0","0","3,741","3,377","0","0","216","135","0","0","5,018","4,389","0","9,407","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","651","524","22","14","185","142","203","197","0","0","3,741","3,377","0","0","216","135","0","0","5,018","4,389","0","9,407","4",
"Prairie State College","","","","","","","","","","","","","","","","",
"Undergraduate","1,784","919","13","4","41","34","427","332","0","0","1,055","750","0","0","5","2","81","60","3,406","2,101","0","5,507","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,784","919","13","4","41","34","427","332","0","0","1,055","750","0","0","5","2","81","60","3,406","2,101","0","5,507","4",
"Rend Lake College","","","","","","","","","","","","","","","","",
"Undergraduate","125","153","9","2","25","27","17","48","0","0","2,386","2,010","0","0","9","10","0","0","2,571","2,250","0","4,821","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","125","153","9","2","25","27","17","48","0","0","2,386","2,010","0","0","9","10","0","0","2,571","2,250","0","4,821","4",
"Richland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","355","196","8","7","24","11","19","29","0","0","1,633","989","0","0","1","2","0","0","2,040","1,234","0","3,274","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","355","196","8","7","24","11","19","29","0","0","1,633","989","0","0","1","2","0","0","2,040","1,234","0","3,274","4",
"Rock Valley College","","","","","","","","","","","","","","","","",
"Undergraduate","448","327","16","11","170","120","451","299","0","0","3,540","2,499","0","0","18","24","0","0","4,643","3,280","0","7,923","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","448","327","16","11","170","120","451","299","0","0","3,540","2,499","0","0","18","24","0","0","4,643","3,280","0","7,923","4",
"Sauk Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","30","35","3","4","16","12","130","92","0","0","1,425","952","0","0","0","1","0","0","1,604","1,096","0","2,700","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","30","35","3","4","16","12","130","92","0","0","1,425","952","0","0","0","1","0","0","1,604","1,096","0","2,700","4",
"Shawnee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","257","110","11","5","8","9","26","11","0","0","1,153","586","0","0","0","0","0","0","1,455","721","0","2,176","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","257","110","11","5","8","9","26","11","0","0","1,153","586","0","0","0","0","0","0","1,455","721","0","2,176","4",
"South Suburban Coll. of Cook Co.","","","","","","","","","","","","","","","","",
"Undergraduate","3,171","998","13","6","34","30","323","160","0","0","962","548","0","0","7","8","0","0","4,510","1,750","0","6,260","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","3,171","998","13","6","34","30","323","160","0","0","962","548","0","0","7","8","0","0","4,510","1,750","0","6,260","4",
"Southeastern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","53","233","3","4","8","6","8","47","0","0","1,176","1,068","0","0","0","0","0","0","1,248","1,358","0","2,606","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","53","233","3","4","8","6","8","47","0","0","1,176","1,068","0","0","0","0","0","0","1,248","1,358","0","2,606","4",
"Southwestern Illinois College","","","","","","","","","","","","","","","","",
"Undergraduate","1,742","974","35","24","171","102","221","176","0","0","5,485","4,780","0","0","1","2","0","0","7,655","6,058","0","13,713","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,742","974","35","24","171","102","221","176","0","0","5,485","4,780","0","0","1","2","0","0","7,655","6,058","0","13,713","4",
"Spoon River College","","","","","","","","","","","","","","","","",
"Undergraduate","37","53","5","2","14","6","13","8","0","0","1,159","837","0","0","1","4","0","0","1,229","910","0","2,139","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","37","53","5","2","14","6","13","8","0","0","1,159","837","0","0","1","4","0","0","1,229","910","0","2,139","4",
"Triton College","","","","","","","","","","","","","","","","",
"Undergraduate","1,710","922","18","17","287","304","2,522","1,996","0","0","3,947","3,502","0","0","25","32","99","277","8,608","7,050","0","15,658","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","1,710","922","18","17","287","304","2,522","1,996","0","0","3,947","3,502","0","0","25","32","99","277","8,608","7,050","0","15,658","4",
"Waubonsee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","299","223","26","17","164","104","1,350","1,229","0","0","2,935","2,384","0","0","0","0","0","0","4,774","3,957","0","8,731","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","299","223","26","17","164","104","1,350","1,229","0","0","2,935","2,384","0","0","0","0","0","0","4,774","3,957","0","8,731","4",
" Total Enrollment at Community Colleges","","","","","","","","","","","","","","","","",
"Undergraduate","33,170","19,019","624","433","8,406","6,718","32,811","24,866","0","0","122,177","93,061","0","0","1,108","929","2,025","1,930","200,321","146,956","0","347,277","11",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12",
"Sector Total","33,170","19,019","624","433","8,406","6,718","32,811","24,866","0","0","122,177","93,061","0","0","1,108","929","2,025","1,930","200,321","146,956","0","347,277","14",
" Independent NFP Institutions:","","","","","","","","","","","","","","","","",
"Adler University","","","","","","","","","","","","","","","","",
"Undergraduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",
"Graduate","38","12","1","1","15","5","28","12","0","0","290","91","0","0","0","0","51","5","423","126","0","549","2",
"Total","38","12","1","1","15","5","28","12","0","0","290","91","0","0","0","0","51","5","423","126","0","549","4",
"American Academy of Art","","","","","","","","","","","","","","","","",
"Undergraduate","12","24","1","3","7","11","28","51","0","0","96","150","0","0","0","0","0","0","144","239","0","383","1",
"Graduate","0","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","2","2","0","4","2",
"Total","12","24","1","3","7","12","29","51","0","0","97","151","0","0","0","0","0","0","146","241","0","387","4",
"Augustana College","","","","","","","","","","","","","","","","",
"Undergraduate","26","24","9","4","32","22","55","40","0","0","1,279","980","0","0","13","13","23","17","1,437","1,100","0","2,537","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Total","26","24","9","4","32","22","55","40","0","0","1,279","980","0","0","13","13","23","17","1,437","1,100","0","2,537","4",
