"InstrLevel","AfAmF","AfAmM","AIANF","AIANM","AsianF","AsianM","HispF","HispM","NHOPIF","NHOPIM","WhF","WhM","MultF","MultM","NRAF","NRAM","UnkF","UnkM","AllF","AllM","GenderNoneTotal","AllTotal","SortNum",
"Undergraduate","974","718","8","8","282","361","1,041","1,078","5","8","3,240","3,453","243","195","77","166","16","24","5,886","6,011","0","11,897","1",
"Graduate","155","113","1","2","129","164","164","135","1","1","1,389","1,094","47","55","263","392","16","15","2,165","1,971","0","4,136","2",
"Undeclared/Non-degree Seeking","285","175","1","1","39","54","173","163","1","0","564","453","36","31","13","11","4","5","1,116","893","0","2,009","3",
"Total","1,414","1,006","10","11","450","579","1,378","1,376","7","9","5,193","5,000","326","281","353","569","36","44","9,167","8,875","0","18,042","4",
"Southern Illinois University Carbondale","","","","","","","","","","","","","","","","",
"Undergraduate","997","772","12","19","81","106","437","527","0","11","3,173","3,903","200","195","138","291","6","5","5,044","5,829","23","10,896","1",
"Graduate","241","124","4","4","73","55","65","90","1","0","1,004","987","37","43","309","478","2","3","1,736","1,784","0","3,520","2",
"Undeclared/Non-degree Seeking","33","12","0","0","2","1","7","3","0","0","22","16","0","0","25","15","0","2","89","49","0","138","3",
"Total","1,271","908","16","23","156","162","509","620","1","11","4,199","4,906","237","238","472","784","8","10","6,869","7,662","23","14,554","4",
"Southern Illinois University Edwardsville","","","","","","","","","","","","","","","","",
"Undergraduate","997","566","15","18","104","125","277","242","8","3","4,284","4,077","224","155","37","78","59","70","6,005","5,334","0","11,339","1",
"Graduate","152","60","0","1","41","27","39","31","1","1","1,003","604","33","15","93","132","47","52","1,409","923","0","2,332","2",
"Undeclared/Non-degree Seeking","5","4","0","0","0","2","1","3","0","0","44","30","1","2","13","12","3","5","67","58","0","125","3",
"Total","1,154","630","15","19","145","154","317","276","9","4","5,331","4,711","258","172","143","222","109","127","7,481","6,315","0","13,796","4",
"U of I at Chicago","","","","","","","","","","","","","","","","",
"Undergraduate","942","583","5","6","1,957","2,199","3,420","2,895","7","9","2,783","2,964","311","260","259","403","40","63","9,724","9,382","0","19,106","1",
"Graduate","559","251","12","4","856","631","671","411","6","2","2,630","1,666","137","86","1,088","1,468","50","45","6,009","4,564","0","10,573","2",
"Undeclared/Non-degree Seeking","51","19","0","0","28","25","60","29","0","0","182","99","8","6","82","217","12","42","423","437","0","860","3",
"Total","1,552","853","17","10","2,841","2,855","4,151","3,335","13","11","5,595","4,729","456","352","1,429","2,088","102","150","16,156","14,383","0","30,539","4",
"U of I at Springfield","","","","","","","","","","","","","","","","",
"Undergraduate","234","154","4","4","40","46","136","120","2","0","868","990","47","40","52","63","11","22","1,394","1,439","0","2,833","1",
"Graduate","111","70","1","1","38","47","34","30","0","0","484","484","17","14","199","317","8","17","892","980","0","1,872","2",
"Undeclared/Non-degree Seeking","9","4","0","0","6","3","5","5","0","0","105","82","3","3","12","6","3","5","143","108","0","251","3",
"Total","354","228","5","5","84","96","175","155","2","0","1,457","1,556","67","57","263","386","22","44","2,429","2,527","0","4,956","4",
"U of I at Urbana/Champaign","","","","","","","","","","","","","","","","",
"Undergraduate","1,181","776","5","11","2,532","3,540","1,884","1,841","7","15","6,859","7,973","496","513","1,960","3,161","48","82","14,972","17,912","0","32,884","1",
"Graduate","312","189","6","3","439","658","332","333","2","4","2,822","2,612","126","115","2,331","3,265","56","94","6,426","7,273","0","13,699","2",
"Undeclared/Non-degree Seeking","23","22","0","1","89","142","40","31","0","1","272","393","14","18","184","297","43","63","665","968","0","1,633","3",
"Total","1,516","987","11","15","3,060","4,340","2,256","2,205","9","20","9,953","10,978","636","646","4,475","6,723","147","239","22,063","26,153","0","48,216","4",
"Western Illinois University","","","","","","","","","","","","","","","","",
"Undergraduate","910","673","4","4","36","27","458","412","1","1","2,081","2,290","123","93","37","53","63","89","3,713","3,642","0","7,355","1",
"Graduate","58","55","1","0","11","8","46","32","0","0","654","431","16","10","142","193","27","16","955","745","0","1,700","2",
"Undeclared/Non-degree Seeking","42","41","0","0","4","1","24","21","0","0","129","68","9","7","12","14","8","6","228","158","0","386","3",
"Total","1,010","769","5","4","51","36","528","465","1","1","2,864","2,789","148","110","191","260","98","111","4,896","4,545","0","9,441","4",
" Total Enrollment at Public Universities","","","","","","","","","","","","","","","","",
"Undergraduate","9,897","6,318","97","96","5,617","6,942","10,808","9,399","50","72","34,240","34,424","2,043","1,784","2,691","4,347","1,128","963","66,571","64,345","39","130,955","11",
"Graduate","2,617","1,218","30","20","1,743","1,697","1,773","1,256","13","12","12,662","9,128","494","362","4,749","6,678","418","369","24,499","20,740","3","45,242","12",
"Undeclared/Non-degree Seeking","643","371","4","5","237","269","506","404","1","3","2,070","1,605","83","74","360","601","191","209","4,095","3,541","0","7,636","13",
"Sector Total","13,157","7,907","131","121","7,597","8,908","13,087","11,059","64","87","48,972","45,157","2,620","2,220","7,800","11,626","1,737","1,541","95,165","88,626","42","183,833","14",
" Community Colleges:","","","","","","","","","","","","","","","","",
"Black Hawk College","","","","","","","","","","","","","","","","",
"Undergraduate","235","161","7","2","74","31","364","193","0","1","1,836","1,313","103","55","7","5","37","38","2,663","1,799","0","4,462","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","235","161","7","2","74","31","364","193","0","1","1,836","1,313","103","55","7","5","37","38","2,663","1,799","0","4,462","4",
"Carl Sandburg College","","","","","","","","","","","","","","","","",
"Undergraduate","70","51","2","3","10","5","77","59","1","1","987","519","62","48","0","0","26","26","1,235","712","0","1,947","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","70","51","2","3","10","5","77","59","1","1","987","519","62","48","0","0","26","26","1,235","712","0","1,947","4",
"CCC - Harold Washington College","","","","","","","","","","","","","","","","",
"Undergraduate","1,594","1,085","6","4","338","263","2,208","1,821","4","2","531","447","165","112","109","100","42","38","4,997","3,872","0","8,869","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","1,594","1,085","6","4","338","263","2,208","1,821","4","2","531","447","165","112","109","100","42","38","4,997","3,872","0","8,869","4",
"CCC - Harry S Truman College","","","","","","","","","","","","","","","","",
"Undergraduate","629","399","4","2","246","193","750","506","1","2","414","363","73","54","51","33","13","9","2,181","1,561","0","3,742","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","629","399","4","2","246","193","750","506","1","2","414","363","73","54","51","33","13","9","2,181","1,561","0","3,742","4",
"CCC - Kennedy-King College","","","","","","","","","","","","","","","","",
"Undergraduate","1,359","739","3","2","7","16","148","225","0","0","30","35","45","42","5","4","10","7","1,607","1,070","0","2,677","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","1,359","739","3","2","7","16","148","225","0","0","30","35","45","42","5","4","10","7","1,607","1,070","0","2,677","4",
"CCC - Malcolm X College","","","","","","","","","","","","","","","","",
"Undergraduate","1,813","472","6","3","123","71","1,892","612","4","0","306","156","97","31","23","6","61","34","4,325","1,385","0","5,710","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","1,813","472","6","3","123","71","1,892","612","4","0","306","156","97","31","23","6","61","34","4,325","1,385","0","5,710","4",
"CCC - Olive-Harvey College","","","","","","","","","","","","","","","","",
"Undergraduate","980","494","3","1","4","25","199","164","0","0","15","44","43","13","3","5","4","13","1,251","759","0","2,010","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","980","494","3","1","4","25","199","164","0","0","15","44","43","13","3","5","4","13","1,251","759","0","2,010","4",
"CCC - Richard J. Daley College","","","","","","","","","","","","","","","","",
"Undergraduate","387","347","1","0","10","13","1,325","1,181","0","0","115","379","27","29","2","7","13","13","1,880","1,969","0","3,849","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","387","347","1","0","10","13","1,325","1,181","0","0","115","379","27","29","2","7","13","13","1,880","1,969","0","3,849","4",
"CCC - Wilbur Wright College","","","","","","","","","","","","","","","","",
"Undergraduate","308","259","3","5","247","299","2,445","2,042","11","6","835","803","87","103","43","58","19","30","3,998","3,605","0","7,603","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","308","259","3","5","247","299","2,445","2,042","11","6","835","803","87","103","43","58","19","30","3,998","3,605","0","7,603","4",
"College of DuPage","","","","","","","","","","","","","","","","",
"Undergraduate","957","736","32","21","1,189","1,170","2,881","2,306","25","25","6,470","6,586","308","312","151","120","199","161","12,212","11,437","0","23,649","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","957","736","32","21","1,189","1,170","2,881","2,306","25","25","6,470","6,586","308","312","151","120","199","161","12,212","11,437","0","23,649","4",
"College of Lake County","","","","","","","","","","","","","","","","",
"Undergraduate","474","302","10","10","376","322","2,482","2,070","11","12","2,807","2,729","202","192","99","71","289","276","6,750","5,984","0","12,734","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","474","302","10","10","376","322","2,482","2,070","11","12","2,807","2,729","202","192","99","71","289","276","6,750","5,984","0","12,734","4",
"Danville Area Community College","","","","","","","","","","","","","","","","",
"Undergraduate","216","155","1","1","19","16","69","54","2","1","1,048","794","21","13","0","1","123","107","1,499","1,142","0","2,641","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","216","155","1","1","19","16","69","54","2","1","1,048","794","21","13","0","1","123","107","1,499","1,142","0","2,641","4",
"Elgin Community College","","","","","","","","","","","","","","","","",
"Undergraduate","204","156","17","15","257","254","1,786","1,348","3","1","1,791","1,955","156","171","19","24","128","107","4,361","4,031","0","8,392","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","204","156","17","15","257","254","1,786","1,348","3","1","1,791","1,955","156","171","19","24","128","107","4,361","4,031","0","8,392","4",
"Harper College","","","","","","","","","","","","","","","","",
"Undergraduate","307","214","5","13","833","707","1,795","1,393","0","5","3,555","3,286","144","134","54","54","198","148","6,891","5,954","0","12,845","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","307","214","5","13","833","707","1,795","1,393","0","5","3,555","3,286","144","134","54","54","198","148","6,891","5,954","0","12,845","4",
"Heartland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","265","246","3","5","43","38","192","150","2","1","1,859","1,639","133","92","21","28","55","60","2,573","2,259","0","4,832","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","265","246","3","5","43","38","192","150","2","1","1,859","1,639","133","92","21","28","55","60","2,573","2,259","0","4,832","4",
"Highland Community College","","","","","","","","","","","","","","","","",
"Undergraduate","73","52","8","4","8","11","32","19","1","0","850","517","28","21","5","6","21","21","1,026","651","0","1,677","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","73","52","8","4","8","11","32","19","1","0","850","517","28","21","5","6","21","21","1,026","651","0","1,677","4",
"Illinois Central College","","","","","","","","","","","","","","","","",
"Undergraduate","658","352","16","10","82","58","337","249","6","5","3,760","3,046","162","130","52","53","15","12","5,088","3,915","0","9,003","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","658","352","16","10","82","58","337","249","6","5","3,760","3,046","162","130","52","53","15","12","5,088","3,915","0","9,003","4",
"Illinois Eastern - Frontier","","","","","","","","","","","","","","","","",
"Undergraduate","6","4","0","3","2","1","12","16","0","1","1,030","628","6","7","0","0","0","0","1,056","660","0","1,716","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","6","4","0","3","2","1","12","16","0","1","1,030","628","6","7","0","0","0","0","1,056","660","0","1,716","4",
"Illinois Eastern - Lincoln Trail","","","","","","","","","","","","","","","","",
"Undergraduate","14","24","0","3","4","5","7","9","1","1","464","355","11","15","0","0","0","3","501","415","0","916","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","14","24","0","3","4","5","7","9","1","1","464","355","11","15","0","0","0","3","501","415","0","916","4",
"Illinois Eastern - Olney Central","","","","","","","","","","","","","","","","",
"Undergraduate","8","12","0","0","6","3","9","13","0","0","607","419","8","15","0","0","0","0","638","462","0","1,100","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","8","12","0","0","6","3","9","13","0","0","607","419","8","15","0","0","0","0","638","462","0","1,100","4",
"Illinois Eastern - Wabash Valley","","","","","","","","","","","","","","","","",
"Undergraduate","110","61","3","4","13","20","4","26","0","0","1,130","2,241","10","9","0","0","0","1","1,270","2,362","0","3,632","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","110","61","3","4","13","20","4","26","0","0","1,130","2,241","10","9","0","0","0","1","1,270","2,362","0","3,632","4",
"Illinois Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","26","29","5","2","12","15","245","182","0","0","1,426","1,064","11","16","0","0","35","29","1,760","1,337","0","3,097","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","26","29","5","2","12","15","245","182","0","0","1,426","1,064","11","16","0","0","35","29","1,760","1,337","0","3,097","4",
"John A. Logan College","","","","","","","","","","","","","","","","",
"Undergraduate","239","182","6","4","27","17","29","35","2","4","1,810","1,196","14","20","1","0","179","138","2,307","1,596","0","3,903","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","239","182","6","4","27","17","29","35","2","4","1,810","1,196","14","20","1","0","179","138","2,307","1,596","0","3,903","4",
"John Wood Community College","","","","","","","","","","","","","","","","",
"Undergraduate","46","37","2","0","7","3","9","19","0","0","997","710","13","4","0","0","10","14","1,084","787","0","1,871","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","46","37","2","0","7","3","9","19","0","0","997","710","13","4","0","0","10","14","1,084","787","0","1,871","4",
"Joliet Junior College","","","","","","","","","","","","","","","","",
"Undergraduate","725","530","18","27","168","172","1,849","1,520","1","4","4,154","4,047","269","242","28","27","126","113","7,338","6,682","0","14,020","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","725","530","18","27","168","172","1,849","1,520","1","4","4,154","4,047","269","242","28","27","126","113","7,338","6,682","0","14,020","4",
"Kankakee Community College","","","","","","","","","","","","","","","","",
"Undergraduate","265","110","3","5","21","11","261","167","0","1","1,247","744","60","36","2","7","46","39","1,905","1,120","0","3,025","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","265","110","3","5","21","11","261","167","0","1","1,247","744","60","36","2","7","46","39","1,905","1,120","0","3,025","4",
"Kaskaskia College","","","","","","","","","","","","","","","","",
"Undergraduate","73","42","9","5","21","4","26","22","0","1","1,718","1,095","36","40","0","0","5","10","1,888","1,219","0","3,107","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","73","42","9","5","21","4","26","22","0","1","1,718","1,095","36","40","0","0","5","10","1,888","1,219","0","3,107","4",
"Kishwaukee College","","","","","","","","","","","","","","","","",
"Undergraduate","269","212","7","6","25","33","287","271","0","1","1,113","908","40","45","0","0","35","31","1,776","1,507","0","3,283","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","269","212","7","6","25","33","287","271","0","1","1,113","908","40","45","0","0","35","31","1,776","1,507","0","3,283","4",
"Lake Land College","","","","","","","","","","","","","","","","",
"Undergraduate","129","128","3","5","24","23","54","66","1","0","2,461","1,850","53","42","0","0","42","84","2,767","2,198","0","4,965","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","129","128","3","5","24","23","54","66","1","0","2,461","1,850","53","42","0","0","42","84","2,767","2,198","0","4,965","4",
"Lewis &amp; Clark Community College","","","","","","","","","","","","","","","","",
"Undergraduate","272","222","23","28","29","34","66","56","5","5","2,965","2,287","5","5","0","0","417","434","3,782","3,071","0","6,853","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","272","222","23","28","29","34","66","56","5","5","2,965","2,287","5","5","0","0","417","434","3,782","3,071","0","6,853","4",
"Lincoln Land Community College","","","","","","","","","","","","","","","","",
"Undergraduate","330","229","24","17","43","45","120","79","2","5","2,657","1,918","124","92","0","0","330","242","3,630","2,627","0","6,257","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","330","229","24","17","43","45","120","79","2","5","2,657","1,918","124","92","0","0","330","242","3,630","2,627","0","6,257","4",
"McHenry County College","","","","","","","","","","","","","","","","",
"Undergraduate","55","64","5","3","61","63","603","499","1","6","2,249","2,097","98","111","6","4","211","192","3,289","3,039","0","6,328","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","55","64","5","3","61","63","603","499","1","6","2,249","2,097","98","111","6","4","211","192","3,289","3,039","0","6,328","4",
"Moraine Valley Community College","","","","","","","","","","","","","","","","",
"Undergraduate","774","622","10","25","147","173","1,654","1,483","8","8","3,470","3,435","166","179","86","154","586","642","6,901","6,721","0","13,622","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","774","622","10","25","147","173","1,654","1,483","8","8","3,470","3,435","166","179","86","154","586","642","6,901","6,721","0","13,622","4",
"Morton College","","","","","","","","","","","","","","","","",
"Undergraduate","56","51","3","1","21","22","1,827","1,437","1","0","148","139","12","12","0","0","77","71","2,145","1,733","0","3,878","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","56","51","3","1","21","22","1,827","1,437","1","0","148","139","12","12","0","0","77","71","2,145","1,733","0","3,878","4",
"Oakton Community College","","","","","","","","","","","","","","","","",
"Undergraduate","293","243","6","3","814","872","824","733","17","37","2,127","1,983","114","130","0","0","190","225","4,385","4,226","0","8,611","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","293","243","6","3","814","872","824","733","17","37","2,127","1,983","114","130","0","0","190","225","4,385","4,226","0","8,611","4",
"Parkland College","","","","","","","","","","","","","","","","",
"Undergraduate","506","390","9","5","137","136","310","260","6","1","2,269","1,871","113","97","76","122","432","410","3,858","3,292","0","7,150","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
"Total","506","390","9","5","137","136","310","260","6","1","2,269","1,871","113","97","76","122","432","410","3,858","3,292","0","7,150","4",
"Prairie State College","","","","","","","","","","","","","","","","",
"Undergraduate","1,395","851","7","7","18","9","401","321","1","0","423","420","50","18","9","18","102","114","2,406","1,758","0","4,164","1",
"Graduate","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2",
"Undeclared/Non-degree Seeking","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3",
